ticker,sector,model_score,value_score,quality_score,domain_score,domain_rank
ICLN,ETF - Other,-0.02213205741200052,50.0,50.0,25.48915529186812,1
XLP,ETF - Other,-0.02474225480537134,50.0,50.0,25.48787629514537,2
TAN,ETF - Other,-0.027969181284349602,50.0,50.0,25.48629510117067,3
SMH,ETF - Other,-0.05882608366287965,50.0,50.0,25.47117521900519,4
QCLN,ETF - Other,-0.06751279102445314,50.0,50.0,25.466918732398018,5
XLI,ETF - Other,-0.07581085299463099,50.0,50.0,25.462852682032633,6
