date,ticker,weight
2022-09-01,ZS,0.1
2022-09-01,ILMN,0.1
2022-09-01,IDXX,0.1
2022-09-01,LRCX,0.1
2022-09-01,MRVL,0.1
2022-10-01,MDB,0.1
2022-10-01,ALGN,0.1
2022-10-01,PDD,0.1
2022-10-01,LCID,0.1
2022-10-01,NET,0.1
2022-10-01,ZS,0.1
2022-10-01,WBD,0.1
2022-10-01,GFS,0.1
2022-10-01,IDXX,0.1
2022-10-01,TEAM,0.1
2022-11-01,PDD,0.1
2022-11-01,ALGN,0.1
2022-11-01,IDXX,0.1
2022-11-01,WBD,0.1
2022-11-01,MDB,0.1
2022-11-01,TEAM,0.1
2022-11-01,GFS,0.1
2022-11-01,WDAY,0.1
2022-11-01,DXCM,0.1
2022-11-01,LCID,0.1
2022-12-01,NET,0.1
2022-12-01,TEAM,0.1
2022-12-01,WBD,0.1
2022-12-01,PDD,0.1
2022-12-01,ALGN,0.1
2022-12-01,ZS,0.1
2022-12-01,ILMN,0.1
2022-12-01,DXCM,0.1
2022-12-01,IDXX,0.1
2022-12-01,LCID,0.1
2023-01-01,NET,0.1
2023-01-01,PDD,0.1
2023-01-01,TEAM,0.1
2023-01-01,WBD,0.1
2023-01-01,TSLA,0.1
2023-01-01,GEHC,0.1
2023-01-01,LCID,0.1
2023-01-01,ABNB,0.1
2023-01-01,RIVN,0.1
2023-01-01,ALGN,0.1
2023-02-01,LCID,0.1
2023-02-01,PDD,0.1
2023-02-01,RIVN,0.1
2023-02-01,WBD,0.1
2023-02-01,NET,0.1
2023-02-01,LRCX,0.1
2023-02-01,JD,0.1
2023-02-01,TEAM,0.1
2023-02-01,GEHC,0.1
2023-02-01,MU,0.1
2023-03-01,LCID,0.1
2023-03-01,WBD,0.1
2023-03-01,RIVN,0.1
2023-03-01,NET,0.1
2023-03-01,PDD,0.1
2023-03-01,DDOG,0.1
2023-03-01,JD,0.1
2023-03-01,GEHC,0.1
2023-03-01,INTC,0.1
2023-03-01,CSX,0.1
2023-04-01,WBD,0.1
2023-04-01,LCID,0.1
2023-04-01,RIVN,0.1
2023-04-01,PDD,0.1
2023-04-01,NET,0.1
2023-04-01,DDOG,0.1
2023-04-01,AMD,0.1
2023-04-01,LRCX,0.1
2023-04-01,INTC,0.1
2023-04-01,GEHC,0.1
2023-05-01,WBD,0.1
2023-05-01,RIVN,0.1
2023-05-01,LCID,0.1
2023-05-01,DDOG,0.1
2023-05-01,NET,0.1
2023-05-01,GFS,0.1
2023-05-01,PDD,0.1
2023-05-01,MRVL,0.1
2023-05-01,GEHC,0.1
2023-05-01,BIDU,0.1
2023-06-01,MRVL,0.1
2023-06-01,NET,0.1
2023-06-01,LCID,0.1
2023-06-01,WBD,0.1
2023-06-01,GFS,0.1
2023-06-01,DDOG,0.1
2023-06-01,RIVN,0.1
2023-06-01,GEHC,0.1
2023-06-01,LRCX,0.1
2023-06-01,AMD,0.1
2023-07-01,MRVL,0.1
2023-07-01,WBD,0.1
2023-07-01,NET,0.1
2023-07-01,LCID,0.1
2023-07-01,RIVN,0.1
2023-07-01,LRCX,0.1
2023-07-01,AVGO,0.1
2023-07-01,PDD,0.1
2023-07-01,GILD,0.1
2023-07-01,DDOG,0.1
2023-08-01,RIVN,0.1
2023-08-01,MRVL,0.1
2023-08-01,LCID,0.1
2023-08-01,NET,0.1
2023-08-01,WBD,0.1
2023-08-01,AVGO,0.1
2023-08-01,LRCX,0.1
2023-08-01,KHC,0.1
2023-08-01,GILD,0.1
2023-08-01,PDD,0.1
2023-09-01,RIVN,0.1
2023-09-01,MRVL,0.1
2023-09-01,WBD,0.1
2023-09-01,PDD,0.1
2023-09-01,NET,0.1
2023-09-01,FTNT,0.1
2023-09-01,DDOG,0.1
2023-09-01,LRCX,0.1
2023-09-01,CMCSA,0.1
2023-09-01,LCID,0.1
2023-10-01,NVDA,0.1
2023-10-01,RIVN,0.1
2023-10-01,LCID,0.1
2023-10-01,WBD,0.1
2023-10-01,MRVL,0.1
2023-10-01,NET,0.1
2023-10-01,CMCSA,0.1
2023-10-01,LRCX,0.1
2023-10-01,PDD,0.1
2023-10-01,AVGO,0.1
2023-11-01,RIVN,0.1
2023-11-01,WBD,0.1
2023-11-01,LCID,0.1
2023-11-01,NVDA,0.1
2023-11-01,MRNA,0.1
2023-11-01,DXCM,0.1
2023-11-01,NET,0.1
2023-11-01,LRCX,0.1
2023-11-01,SBUX,0.1
2023-11-01,ALGN,0.1
2023-12-01,RIVN,0.1
2023-12-01,WBD,0.1
2023-12-01,NET,0.1
2023-12-01,LCID,0.1
2023-12-01,INTC,0.1
2023-12-01,LRCX,0.1
2023-12-01,GFS,0.1
2023-12-01,MRVL,0.1
2023-12-01,CSCO,0.1
2023-12-01,JD,0.1
2024-01-01,NVDA,0.1
2024-01-01,DDOG,0.1
2024-01-01,MRNA,0.1
2024-01-01,NET,0.1
2024-01-01,LRCX,0.1
2024-01-01,MU,0.1
2024-01-01,WBD,0.1
2024-01-01,LCID,0.1
2024-01-01,INTC,0.1
2024-01-01,AVGO,0.1
2024-02-01,LCID,0.1
2024-02-01,DDOG,0.1
2024-02-01,INTC,0.1
2024-02-01,NET,0.1
2024-02-01,NVDA,0.1
2024-02-01,FAST,0.1
2024-02-01,MU,0.1
2024-02-01,LRCX,0.1
2024-02-01,MRVL,0.1
2024-02-01,PCAR,0.1
2024-03-01,LCID,0.1
2024-03-01,NET,0.1
2024-03-01,FTNT,0.1
2024-03-01,MRNA,0.1
2024-03-01,GEHC,0.1
2024-03-01,RIVN,0.1
2024-03-01,MU,0.1
2024-03-01,CSX,0.1
2024-03-01,MRVL,0.1
2024-03-01,FAST,0.1
2024-04-01,LCID,0.1
2024-04-01,GEHC,0.1
2024-04-01,NET,0.1
2024-04-01,MRVL,0.1
2024-04-01,RIVN,0.1
2024-04-01,MRNA,0.1
2024-04-01,LRCX,0.1
2024-04-01,FTNT,0.1
2024-04-01,ORLY,0.1
2024-04-01,EBAY,0.1
2024-05-01,RIVN,0.1
2024-05-01,GEHC,0.1
2024-05-01,MRNA,0.1
2024-05-01,JD,0.1
2024-05-01,LRCX,0.1
2024-05-01,NET,0.1
2024-05-01,SBUX,0.1
2024-05-01,CPRT,0.1
2024-05-01,KHC,0.1
2024-05-01,EBAY,0.1
2024-06-01,RIVN,0.1
2024-06-01,JD,0.1
2024-06-01,AEP,0.1
2024-06-01,EBAY,0.1
2024-06-01,LRCX,0.1
2024-06-01,NET,0.1
2024-06-01,GFS,0.1
2024-06-01,MRNA,0.1
2024-06-01,MRVL,0.1
2024-06-01,EXC,0.1
2024-07-01,RIVN,0.1
2024-07-01,MRNA,0.1
2024-07-01,LRCX,0.1
2024-07-01,MRVL,0.1
2024-07-01,EBAY,0.1
2024-07-01,CPRT,0.1
2024-07-01,JD,0.1
