ticker,rank,score,sector,equal_weight,risk_parity_weight,volatility_annual,risk_contrib_ew,risk_contrib_rp,value_score,quality_score,tech_score,fund_score,sent_score,rsi,rsi
SIVR,84,0.011561824408278463,Precious Metals,0.003134796238244514,0.003012459097732825,0.019810613153285188,0.0027555723604415112,0.0031347962382445144,50.0,50.0,100.0,50.0,50.0,18.160389135129876,18.160389135129876
URA,85,0.010883155544475288,Energy,0.003134796238244514,0.002079994467338445,0.02869174065719712,0.003990899570658542,0.0031347962382445136,50.0,50.0,100.0,50.0,50.0,21.370418101800738,21.370418101800738
ODFL,86,0.010654557633001641,Industrials,0.003134796238244514,0.002392806750009499,0.024940861532191275,0.0034691681752570254,0.0031347962382445144,50.0,50.0,100.0,50.0,50.0,8.320297815513143,8.320297815513143
ABNB,87,0.010653368462185082,Consumer Cyclical,0.003134796238244514,0.002528108930441643,0.02360604842088592,0.003283501326512466,0.0031347962382445144,50.0,50.0,100.0,50.0,50.0,39.79057128542359,39.79057128542359
ENPH,88,0.010635903822064405,Technology,0.003134796238244514,0.0013485887717019748,0.04425267589167496,0.006155359736680053,0.003134796238244514,50.0,50.0,100.0,50.0,50.0,38.257572035703284,38.257572035703284
ILMN,89,0.010491740725557275,Healthcare,0.003134796238244514,0.001928204310116636,0.030950382961061635,0.004305067146214926,0.003134796238244514,50.0,50.0,100.0,50.0,50.0,18.44485864232618,18.44485864232618
PLD,90,0.010403894287282054,Real Estate,0.003134796238244514,0.003384203591234552,0.017634477423241802,0.002452881099758226,0.003134796238244514,50.0,50.0,100.0,50.0,50.0,27.040417433158083,27.040417433158083
EBAY,91,0.009875448771269512,Consumer Cyclical,0.003134796238244514,0.0025144619379524023,0.023734167904676085,0.0033013222039196687,0.0031347962382445144,50.0,50.0,100.0,50.0,50.0,31.219526710223732,31.219526710223732
BEP,92,0.00961876286684064,Utilities,0.003134796238244514,0.002930069287600275,0.020367662320421205,0.0028330555396086548,0.003134796238244514,50.0,50.0,100.0,50.0,50.0,33.83684362420297,33.83684362420297
WELL,93,0.009607563095189117,Real Estate,0.003134796238244514,0.004363220841154798,0.013677662442014875,0.0019025048992193886,0.003134796238244514,50.0,50.0,100.0,50.0,50.0,31.98082717841956,31.98082717841956
