date,ticker,pe,pb,roe,net_margin,gross_margin,operating_margin,debt_to_equity,current_ratio,revenue_growth,market_cap
2026-01-09,PSA,28.182953,9.586987,0.19933,0.39453998,0.72700995,0.46947,106.758,0.269,0.031,47571529728.0
2026-01-09,PSLV,4.7984934,,,,,,,,,15418380288.0
2026-01-09,PSX,38.873314,2.1588204,0.056199998,0.011410001,0.107939996,0.04395,77.483,1.227,-0.029,58282799104.0
2026-01-09,QCLN,34.203503,,,,,,,,,
2026-01-09,QCOM,36.374,9.210938,0.2334,0.12512,0.55429,0.26235,73.767,2.816,0.1,196237737984.0
2026-01-09,QQQ,33.544586,1.7342513,,,,,,,,243906740224.0
2026-01-09,REGN,19.195065,2.6598728,0.15188,0.32131,0.45832002,0.29563,8.739,4.063,0.009,84896997376.0
2026-01-09,RGLD,33.44856,6.175666,0.10985,0.42476,0.84738,0.50526,0.257,3.516,0.059,20579622912.0
2026-01-09,RING,23.070957,,,,,,,,,902404992.0
2026-01-09,RIVN,-8.2835655,4.8136497,-0.64919,-0.61337,0.03325,-0.63094,102.282,2.708,0.783,24383410176.0
2026-01-09,ROK,52.62842,12.41687,0.20282,0.104169995,0.48141998,0.19732,98.275,1.135,0.138,45384777728.0
2026-01-09,ROST,29.573439,10.413755,0.37425,0.0947,0.3259,0.11578,88.181,1.52,0.104,61555576832.0
2026-01-09,RSG,31.433235,5.5324597,0.18249,0.12768,0.43267,0.19919,113.763,0.583,0.033,66146041856.0
2026-01-09,RTX,38.433266,3.8898933,0.10702,0.07666,0.20127001,0.12399,61.315,1.073,0.119,250952286208.0
2026-01-09,RUN,19.35709,1.4203663,-0.72506,-1.06502,0.24148001,0.00504,317.405,1.457,0.349,4246365184.0
2026-01-09,SBUX,54.09816,-12.381353,,0.04992,0.23045999,0.10976,,0.723,0.055,100269481984.0
2026-01-09,SCHW,23.73302,4.248166,0.17046,0.35930002,0.97342,0.49242002,99.789,0.59,0.266,183954325504.0
2026-01-09,SEDG,93.55387,3.7566729,-0.78094,-0.53646,0.02438,-0.14307,86.67,2.281,0.445,1809549568.0
2026-01-09,SGOL,,,,,,,,,,
2026-01-09,SHOP,123.73529,17.50364,0.15741,0.16650999,0.48747003,0.1737,8.912,3.934,0.315,219074134016.0
2026-01-09,SHW,33.336266,18.993595,0.59939,0.110489994,0.48876,0.18197,325.153,0.822,0.032,85030141952.0
2026-01-09,SIL,35.27452,,,,,,,,,
2026-01-09,SILJ,33.8194,,,,,,,,,
2026-01-09,SIVR,,,,,,,,,,
2026-01-09,SLB,17.28794,2.589161,0.15182,0.10341,0.19307,0.15479,47.459,1.387,-0.025,66375024640.0
2026-01-09,SLV,,3.2654114,,,,,,,,23802478592.0
2026-01-09,SMCI,23.543306,2.73559,0.12787,0.03766,0.10078,0.03632,79.184,5.394,-0.155,17849436160.0
2026-01-09,SMH,42.22882,,,,,,,,,4423037952.0
2026-01-09,SMR,-35.266697,3.977755,-2.97544,0.0,0.66764,-5.26838,,1.615,16.352,5563531264.0
2026-01-09,SNOW,137.04813,35.89254,-0.53093,-0.30764,0.67243,-0.27164,125.912,1.367,0.287,76580937728.0
2026-01-09,SNPS,63.674503,3.3780465,0.0716,0.18886,0.81404996,0.053839996,50.459,1.615,0.378,98431303680.0
2026-01-09,SO,21.696518,2.7438028,0.11429,0.15422,0.49023,0.36558998,192.679,0.755,0.075,96038371328.0
2026-01-09,SPG,26.965014,26.152975,0.82455003,0.36498,0.81992996,0.50757,884.863,0.592,0.082,69775753216.0
2026-01-09,SPGI,39.35756,4.9590683,0.119940005,0.28091,0.69824,0.44316003,31.784,0.974,0.088,165338267648.0
2026-01-09,SPY,27.916355,1.6064256,,,,,,,,632819875840.0
2026-01-09,SRE,27.086153,1.8439077,0.0677,0.15754,0.41332,0.14503,81.287,1.587,0.135,57455554560.0
2026-01-09,STZ,23.191223,3.348724,0.14454001,0.11826,0.52141,0.33925998,133.293,1.339,-0.098,25754910720.0
2026-01-09,SWK,28.099998,1.4056301,0.04918,0.02892,0.29858,0.09042,78.538,1.109,0.001,12621575168.0
2026-01-09,SYK,48.317104,6.4461255,0.14036,0.12071,0.65046996,0.22272,78.646,1.849,0.102,140429787136.0
2026-01-09,SYY,19.911528,17.19611,0.8346,0.02211,0.18428,0.041750003,690.715,1.148,0.032,35565010944.0
2026-01-09,T,7.8729644,1.5520452,0.19139999,0.17870001,0.59675,0.2158,124.412,1.013,0.016,172824821760.0
2026-01-09,TAN,20.888832,,,,,,,,,
2026-01-09,TAP,8.533532,0.9044274,-0.17295,-0.18638,0.38736,0.16489,61.017,0.604,-0.023,9343962112.0
2026-01-09,TEAM,26.490263,28.53351,-0.15349,-0.03384,0.83452004,-0.028380001,88.892,1.263,0.206,39334658048.0
2026-01-09,TFC,13.659517,1.0910298,0.07982,0.28605,0.0,0.39318,,,0.025,65696722944.0
2026-01-09,TJX,34.933773,18.776695,0.58396,0.086789995,0.30852,0.12489,140.977,1.094,0.075,176122560512.0
2026-01-09,TMO,35.07808,4.4663897,0.13116999,0.15022,0.41389,0.19277,69.75,1.498,0.049,227866935296.0
2026-01-09,TMUS,19.08486,3.660323,0.19034,0.13826999,0.63775,0.2223,200.622,0.893,0.089,222731681792.0
2026-01-09,TRV,11.183785,2.0048819,0.19809,0.121350005,0.28395998,0.19687,29.318,0.338,0.048,63978532864.0
2026-01-09,TSLA,302.63885,18.114555,0.06791,0.05314,0.17006999,0.06628,17.082,2.066,0.116,1449391947776.0
2026-01-09,TSM,32.98859,51.938087,0.34657001,0.43287,0.58976,0.50578,20.436,2.693,0.303,1649360371712.0
2026-01-09,TTWO,31.706867,13.582693,-0.86609,-0.64265,0.59538,-0.054970004,102.325,1.154,0.311,46634483712.0
2026-01-09,TWLO,335.1951,2.646957,0.00834,0.013730001,0.4937,0.031489998,13.867,4.685,0.147,21086377984.0
2026-01-09,TXN,34.388687,10.302318,0.29757,0.29208001,0.57483,0.36736,84.477,4.45,0.142,171326898176.0
2026-01-09,UEC,200.96552,5.3645062,-0.07287,-1.5646001,-1.13455,-1.80848,0.147,27.716,,7042808832.0
2026-01-09,UNH,18.083942,3.2806811,0.17476,0.04042,0.19701,0.03813,75.734,0.823,0.122,314190135296.0
2026-01-09,UNP,19.495337,7.8785906,0.41619,0.2873,0.56144,0.41030997,189.829,0.748,0.025,136338038784.0
2026-01-09,UPS,16.533232,5.73289,0.33618,0.061490003,0.21691,0.10175,184.32,1.305,-0.037,90751811584.0
2026-01-09,URA,37.9767,,,,,,,,,
2026-01-09,URNM,12.936482,,,,,,,,,
2026-01-09,USB,12.707094,1.5287833,0.1172,0.27632,0.0,0.39486,,,0.072,86415196160.0
2026-01-09,V,34.49853,18.173048,0.52068,0.50145,0.97765,0.6575,68.807,1.078,0.115,679767703552.0
2026-01-09,VEEV,46.91829,5.629187,0.13719,0.2793,0.75666,0.2969,1.275,7.527,0.16,39642329088.0
2026-01-09,VLO,39.858334,2.4566317,0.052389998,0.01283,0.06164,0.05527,39.561,1.596,-0.032,59433893888.0
2026-01-09,VMC,35.31641,4.5207653,0.13520999,0.14189,0.28226998,0.23622,56.296,2.231,0.144,39524319232.0
2026-01-09,VRSK,34.23195,82.445435,2.68133,0.30418,0.69622004,0.45529,1295.046,1.193,0.059,31135483904.0
2026-01-09,VRTX,33.006325,6.8871064,0.22307,0.31349,0.52716,0.40268,10.594,2.362,0.11,120421564416.0
2026-01-09,VST,53.978497,18.654776,0.1731,0.06701,0.34809,0.21042,335.784,0.995,-0.209,51027124224.0
2026-01-09,VZ,8.65032,1.6284671,0.19875,0.14428,0.59415,0.23932,164.799,0.739,0.015,171060379648.0
2026-01-09,WBD,149.05263,1.9475964,0.00969,0.01281,0.44484,0.087340005,89.857,1.074,-0.06,70219063296.0
2026-01-09,WDAY,88.51899,6.2376237,0.073359996,0.06955,0.75636,0.10855,42.719,1.829,0.126,56013926400.0
2026-01-09,WEC,19.929924,2.522836,0.12807,0.17748,0.43422002,0.22163,151.448,0.498,0.129,34230714368.0
2026-01-09,WELL,128.48965,3.2886167,0.0275,0.09693,0.39834,0.19906001,46.211,6.991,0.306,127869779968.0
2026-01-09,WFC,15.749587,1.8295249,0.115200005,0.26629,0.0,0.33717,,,0.075,306248974336.0
2026-01-09,WM,34.362774,9.220416,0.29328,0.10345,0.39993998,0.18872999,245.399,0.843,0.149,87768612864.0
2026-01-09,WMT,39.534966,9.380289,0.23661,0.03259,0.24906999,0.0373,66.747,0.803,0.058,901490278400.0
2026-01-09,WPM,56.263634,6.944179,0.13048,0.54721,0.84247,0.66542,0.099,8.089,0.545,56272777216.0
2026-01-09,XEL,22.37195,2.0489767,0.09449001,0.13459,0.45031,0.26615998,167.891,0.795,0.074,43407187968.0
2026-01-09,XLE,18.424244,0.8932169,,,,,,,,8678037504.0
2026-01-09,XLF,19.231802,1.6432961,,,,,,,,49384574976.0
2026-01-09,XLI,27.410547,1.6280416,,,,,,,,21883385856.0
2026-01-09,XLK,38.371326,0.9657528,,,,,,,,39241359360.0
2026-01-09,XLP,23.112469,1.1505346,,,,,,,,16485892096.0
2026-01-09,XLV,26.655714,1.2425348,,,,,,,,31215259648.0
2026-01-09,XOM,17.864826,1.9892857,0.11424,0.091809995,0.31222,0.11057,15.672,1.137,-0.051,523995709440.0
2026-01-09,XPEV,54.997044,4.5618825,-0.092,-0.04042,0.17277999,-0.03323,57.825,1.119,1.018,19575289856.0
2026-01-09,YUM,29.918127,-5.6852865,,0.17951,0.46173,0.34410998,,1.694,0.084,42614157312.0
2026-01-09,ZBH,23.344912,1.4617321,0.06421,0.100530006,0.71624,0.17003,64.523,2.428,0.097,18644920320.0
2026-01-09,ZS,49.129665,17.723434,-0.02407,-0.01449,0.76767,-0.03875,92.65,1.824,0.255,35134697472.0
2026-01-09,ZTS,21.355219,10.37458,0.49868,0.28211,0.71736,0.39333,135.05,3.643,0.005,56217825280.0
